clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
delicious lemon meringue aroma make great start for this medium bodied chardonnay base wine flavor lively lemony with bake spice accent buttery creamy element carry into the linger tangy finish,35,US,1,Australia,0.9495551,0.022193177,False
fresh cut grass and green floral note lend vibe heady apricot aroma this ripe rich lusciously texture riesling dry style yet bold body and alcohol keep balance streak nervy acidity finish with flair potpourri and floral perfume,13,Germany,35,US,0.9494874,0.0357751,False
earthy and leafy aroma yield tomato leaf and weighty plum aroma the palate full but sharp with tart drive pie cherry and herbal flavor stay rather hard the finish where more tomato roll out,0,Argentina,32,Spain,0.9494715,0.009949207,False
griottier orchard bitter cherry tree this fruity yet lean with cherry flavor have hollow center with more tannin than fruit,11,France,35,US,0.9494103,0.028680524,False
this ambitious impressively structured wine will appeal those who run from wine make the fruit bomb style the subdue nose have earthy note while the palate all about mineral and green pepper year two the cellar will allow the grippy tannin integrate,35,US,11,France,0.94936985,0.047971684,False
touch salt caramel appear before the flesh ripe yellow apple take over the nose the palate sing with freshness and present mousse tiny pin prick bubble the spicy but rich notion salt caramel tantalize again bone dry palate this wine both weightless and profound with lovely length and lip smacking finish,2,Austria,11,France,0.9485127,0.050186243,False
one several pioneer block sauvignon now come out clair the 2008 snap block lean toward the pungent side sauvignon blanc with aroma crush tomato leaf lead the way the flavor decidedly herbal but back solid underpinning citrus fruit the result zesty and refreshing,25,New Zealand,35,US,0.9484327,0.0433916,False
there pleasing snap this wine which send scent and flavor peavine and petrol pungent and penetrate with lime and citrus fruit from organically grow grape the core drink lightly chill now through 2021,35,US,5,Canada,0.9483996,0.051586118,False
dusty black fruit aroma set palate that full body with soft tannin and punchy acidity crisp toasty and lightly blacken flavor profile end with some complexity and length drink this elegant and well make tannat through 2020,37,Uruguay,32,Spain,0.94816357,0.024211504,False
old vine pinot noir have produce rich structured wood age wine with its opulent texture and ripe full bodied cherry and red plum the wine poise and generous drink this impressive wine from 2018,11,France,27,Portugal,0.9480484,0.051691487,False
earthy stalky leathery aroma suggest modest ripeness this feel medium weight while short salty flavor plum and raspberry herbal and arguably touch weedy this feel little hot the finish,0,Argentina,32,Spain,0.94797295,0.044898998,False
fresh fruity cherry citrus and rise aroma light and airy this feel bit raw and scratchy while currant red plum and brown sugar flavor finish juicy snappy and uncushioned this have all the requirement good picnic pinot noir,0,Argentina,6,Chile,0.94773316,0.0014126179,False
how this for exotic this red blend make from the vinifera grape saperavi from the former soviet georgia and sereksiya charni generally from moldova the nose the wine displays clove tart berry raspberry and black pepper and the palate like flavor and solid tannin there touch dry tea the blend and decent finish but the wine need time age consider hold for year for the complexity unfold overall appealing and interesting choice,35,US,14,Greece,0.94763744,0.04241688,False
this wine stop you your track with its aroma earth peat fire pit tapenade and coffee the flavor outrageously rich dense and texture with lightly tacky feel the tannin and hyperextended finish knockout,35,US,32,Spain,0.94761497,0.019331094,False
this delicously crisp wine light and full fresh citrus and red fruit dance out the glass bright with acidity the name say all ready drink this instant,11,France,27,Portugal,0.9475351,0.052462146,False
this wine both fruity and structure full black fruit and firm tannin drink this solid wine from 2020,27,Portugal,11,France,0.9474935,0.052430633,False
light spicy aroma tea rubber cherry and raspberry earthy this feel light dilute and dry flavor mulchy red fruit come with note tomato and pepper the finish,6,Chile,32,Spain,0.9474692,0.016152514,False
note mint and thyme add savory tone bright pristine flavor cassis and black cherry this blend merlot pinot noir and cabernet sauvignon structure and full body this have warm oak tone and striking acidity delicious now but should continue develop over the next five year,30,Slovenia,35,US,0.9473261,0.000646068,False
cool dark plum aroma mildly herbal this feels draw and tough disposable berry flavor come with peppery note while the finish doesn offer much new,0,Argentina,6,Chile,0.9471302,0.0017672062,False
wood age blend pinot noir and saint laurent this ripe smooth perfumed wine have juicy red fruit lace with acidity toast and firm structure fruit tannin give this wine least three year develop screwcap,2,Austria,11,France,0.94698715,0.0527606,False
there great purity fruit here the wine sweet flavor candy pineapple and fresh apricot balance mouthwatering acidity intense concentrated stuff finish long and sticky,13,Germany,2,Austria,0.9469775,0.00013811328,False
this floral the nose but also candy smell don surprised that the palate while friendly and fruity also sticky feel with syrupy core flavor that suggestive residual sugar that say this jellybean easy drinker,32,Spain,6,Chile,0.94691145,0.028712384,False
slightly dusty herbal note distract from pleasant peach and strawberry flavor this dry make from pinot noir along with splash chardonnay delicate concentration but refresh the palate,35,US,25,New Zealand,0.94686836,0.045712907,False
the aromatic interesting but bit deceptive show rather salty herbal scent suggest green olive once taste the unctuous apricot and candied pineapple fruit take over with lime and quince well ready right now for immediate consumption,5,Canada,35,US,0.9467898,9.114914e-06,False
very pale color this fruity fragrant wine have acidity red fruit and leathery texture there something the undergrowth here earthy character that need time broaden out give the wine year,2,Austria,27,Portugal,0.9465545,5.3884254e-05,False
serious and multifacete with peppery black fruit aroma wrap frame toasty new oak abundant but plush tannin support intense blackberry and roasted nut flavor the mouth wind with hit mocha the long highly nuanced finish not your grandmother barbera,18,Italy,35,US,0.94651365,0.005339373,False
elena walch fantasy wine blend chardonnay and four other variety that she not reveal eighteen month oak give the wine fine toasty character and creamy fruit but still leave the hallmark alto adige crispness and freshness,18,Italy,27,Portugal,0.9463786,0.0008095831,False
there aren many rieslaner bottling out there this may one the few chance people have try this interesting variety start off smoky and herbal develop strange leafy flavor that take some getting use although there undercurrent lime like fruit well sweet without too sweet try with the cheese course,13,Germany,25,New Zealand,0.9463129,0.0015151108,False
bright and dark all once with lovely note black cherry bramble and juicy red plum gut all accent with touch sweet spice silky and smoothly texture with overall vibrancy and easygoing character,17,Israel,2,Austria,0.9460256,0.00045279297,False
elegant and polish this bring raspberry pastry flavor touch and scent light toast wine with impressive length ferment with wild yeast and age month new french oak,5,Canada,35,US,0.9458026,0.002394846,False
very ripe almost pineapple like note emanate from the glass the palate light and also have ripe tropical note shoot through with refreshing lemon acidity the light body turn this into easy sip but drink soon while the fruit still last,2,Austria,11,France,0.9457571,0.042151865,False
combination grapefruit zest russet pear peel ripe apple and fresh lemon create nose and palate that allure refreshing and very fruity bit that zestiness also apparent the midpalate texture that delivers crunch finesse and enliven purity the finish dry and long full moreish juiciness,2,Austria,11,France,0.9457555,0.054208696,False
grapefruit and lemon aroma entice with this mouthwatering sauv blanc from respected producer simonsig refreshing balanced flavor follow and spin minerality give the wine food friendly edge enjoy with grill fish salad,31,South Africa,14,Greece,0.9457271,0.053446554,False
wiry raspberry and plum aroma put this the red fruit category loud tannic expansive palate blaze with acidity while fully toast oak give this burn element match raspberry and red plum flavor hard tannin and bold acidity make for long rugged finish,0,Argentina,32,Spain,0.94554836,0.04461888,False
wiry raspberry and plum aroma put this the red fruit category loud tannic expansive palate blaze with acidity while fully toast oak give this burn element match raspberry and red plum flavor hard tannin and bold acidity make for long rugged finish,0,Argentina,32,Spain,0.94554836,0.04461888,False
full roasted plum aroma outweigh any nuance the nose might hold while this medium full body with enough viscosity flavor spicy cherry and plum barrel drive with note clove and cinnamon back the wine fruit finish base toasty oak serve this well,6,Chile,32,Spain,0.9455461,5.4136606e-05,False
aroma tire rubber and asphalt low fruit this turn for the well the palate which feel creamy despite show rubbery tannin peppery flavor cherry plum and raspberry become salty mostly smooth solid finish,6,Chile,0,Argentina,0.9453266,0.052748416,False
the second wine ramage batisse this wine have six month wood ripe early develop wine that now ready spice from the wood mingle easily with the smoky tannin and black currant fruit drink now and until 2022,11,France,27,Portugal,0.94516695,0.054831356,False
stalky somewhat rubbery aroma plum and berry come front the grabby tannic staunch palate with bake leathery flavor plum and berry while this taste stalky the finish the feel good,32,Spain,0,Argentina,0.945031,0.053791117,False
pleasant mild bodied wine that show pretty citrus melon and apple note itscore fresh lemony edge the finish clean and bright good buy,35,US,11,France,0.9449937,0.008185799,False
eight grape comprise this weird peanutty almost dirty red blend the nose like salad bitter green and peanut vinaigrette and the palate show big fruit big tannin and then finish asparagus and green bean import usa wines inc,32,Spain,6,Chile,0.94498575,0.036473412,False
aromas peach pit neutral except for some oily note this multigrape blend feel plump oily and prop solid acidity pithy flavor grapefruit and melon slightly bitter the finish,32,Spain,0,Argentina,0.94494283,0.045696538,False
luscious aroma black cherry raspberry and coffee follow balanced wave mocha plum vanilla and tobacco the palate spicy with ageable tannin the wine would well with roasted meat beef stew,31,South Africa,14,Greece,0.94484353,0.00013504371,False
open with funky earthy aroma juniper herb green pepper and bake berry fruit thick and grabby the mouth with roasted herbal plum and berry flavor leathery and slightly burn tasting the finish,0,Argentina,6,Chile,0.9447613,0.047578778,False
vine close the east coast corsica give this bright light and fruity wine crisp acidity flesh out with cream apple and pear fruit the wine delicious drink now,11,France,27,Portugal,0.9446735,0.03335899,False
charred and smell coffee toast oak minty berry fruit and earth the palate quite tannic with creamy vanilla flavor along with candy berry fruit and lemony zest exhibit mostly faux oak and window dressing but for isn bad,0,Argentina,32,Spain,0.9445485,0.0012234263,False
after dark earthy leathery open this blend carignan grenache and mourv dre present itself lively bright wine with dark fruit flavor leather dry spice oak and touch heat the finish this serious blend with chewy body and shortage power drink now 2017,6,Chile,32,Spain,0.9445183,0.005173251,False
this bordeaux blend red structure you would expect have fine tannin blackberry fruit and firm dry core with its dense character and powerful acidity need age still drink from 2015,27,Portugal,11,France,0.94443166,0.054865774,False
fruit drive with pear and apple but interesting streak licorice run down the spine the wine have depth and good structure the now dominant young fruit will have support age worth sit for couple more year,35,US,31,South Africa,0.94437295,0.00069636176,False
the youthful nose prim with black currant blueberry earth and licorice generous and supple the palate with restrained acidity the tannin show some sinew yet they well integrate fullbodie with slightly spirituous alcohol however the excellent concentration the palate can support this overall the wine well knit include its inflection baked cobbler and vanilla bean from the oak aging drink now and for five more year,11,France,35,US,0.94378656,0.053899303,False
strawberry cherry and other red fruit comprise thin style bouquet and pretty much the rest the show follow suit the palate medium weight without much heft structure flavor red fruit lean,0,Argentina,35,US,0.94370407,0.00015781083,False
this medium dry riesling with plenty weight and richness but also wonderfully perfume aromatic citrus blossom lime and green apple fruit carry the palate and finish long with almost tactile sense minerality,25,New Zealand,13,Germany,0.9436523,0.0004936179,False
mix toast and mint aroma lead wine that have split personality between herbal flavor and spicy toast doesn work its fruit forget the middle,11,France,35,US,0.9433655,0.0035219726,False
the nose here odd yet mildly appealing with perfume and corn tortilla note flower and fruit note play palate accent soft mouthfeel and easy mousse the finish show little length and buttery honey note but overall have disjoint quality,18,Italy,35,US,0.94276035,0.032963797,False
certain argentine wine have rustic foxy character they that remind that winemake isn factory prove science this fit the bill murky and sharp the nose with brambly raspberry sit wait feelwise bit too pierce and choppy,0,Argentina,6,Chile,0.9426012,3.069174e-05,False
lift ripeness and candy lemon peel send their aroma heavenward these round aroma with fetching touch bitter fir and honey also appear the palate where acidity present but cushion like honey parfait spiked with lemon peel this lovely and linger long,2,Austria,11,France,0.94255525,0.048062958,False
unlike most australian riesling this one bit sweet off dry really hint honey and bergamot bring complexity the ripe peachy flavor this muscular wine finish with dusty tactile sensation drink now 2025,1,Australia,25,New Zealand,0.94182515,0.022485627,False
custard and apple pie aroma lead the charge the bouquet this decadent wine accent note roasted nut and orange essence the mouthfeel full and creamy with just enough acidity lift the rich fruit honey and sweet spice flavor there beautiful evolution the close from lift citrus ripe fruit and finally sweet spice drink now 2019,31,South Africa,11,France,0.94127965,0.05862399,False
coleraine one new zealand most prize red wine pleasure see back the united states after several year spotty availability always blend undisclosed proportion cabernet sauvignon merlot and cabernet franc vanilla black tea and cassis note dominate this deceptively forward wine that have reputation for age well for decade drink now 2025,25,New Zealand,1,Australia,0.9412698,0.0021495975,False
rubber band aid and iodine aroma mix with berry fruit and plum the nose this blend the mouthfeel choppy and light while blacken flavor blackberry and plum finish somewhat bitter,6,Chile,32,Spain,0.9412354,0.052599337,False
strong showing with tone blueberry and iodine interweave with animal and barnyard scent the nose the palate show red fruit flavor with flower the back and end leather note refined tannin allow for immediate consumption,18,Italy,35,US,0.940855,0.057167247,False
know spain mencia and find galicia here portugal form part the mix the mountainous red fruit flavor that sustain tannin despite its nine year age still firmly structured still pack with fine fruit only just now ready drink,27,Portugal,11,France,0.94071406,0.05907884,False
produce from select parcel fruit top vintage this the flagship wine from this jorgensen family estate aragonez and syrah dominate this ripe still young wine rich and concentrate with powerful tannin and layer acidity dark chocolate flavor and generous black plum flavor will certainly age far and this fine wine will well drunk from 2019,27,Portugal,11,France,0.9405779,0.059420962,False
dry berry leather and spice aroma lead juicy high acid palate with red cherry tart plum and pepper accent remain zesty clean simple and sharp the finish,32,Spain,6,Chile,0.9405586,0.055290837,False
citric the nose with cherry and bland earthy note the palate have inoffensive feel and sweet flavor black cherry and vanilla that sweetness carry onto the finish which also candy generally decent but highly regular,6,Chile,0,Argentina,0.9402538,0.003242151,False
this wine offer uncharacteristic bouquet grapefruit pith and white flower full the mouth with flavor green apple and brulee the finish dominate streak minerality,28,Romania,30,Slovenia,0.9401283,0.014673725,False
smoky the nose but also bit harsh with reedy peppery note the palate soft creamy and low acidity with sweet candy red fruit flavor that have stalky burn edge down easy but have some stick point,32,Spain,6,Chile,0.9401128,0.012567855,False
judge the success this wine laurent seem this winery signature grape big bold and pack with tannin well dense fruit solid and dark texture wine not yet ready drink this worth age for few more year,2,Austria,27,Portugal,0.9401021,0.0010237135,False
this dark with dominant wood flavor that cover the potentially ripe fruit full firm tannin with flavor bitter chocolate may that this wine will always have too much dry wood,11,France,27,Portugal,0.9399983,0.05874449,False
pale apricot the glass this ros make cinsault syrah and cabernet sauvignon have bouquet peach and clover there bit heft the palate that belie its light color with flavor ripe peach apple and lemon curd the finish mark touch thyme and oregano,19,Lebanon,17,Israel,0.93985784,0.009470011,False
pale apricot the glass this ros make cinsault syrah and cabernet sauvignon have bouquet peach and clover there bit heft the palate that belie its light color with flavor ripe peach apple and lemon curd the finish mark touch thyme and oregano,19,Lebanon,17,Israel,0.93985784,0.009470011,False
now its maturity the 2006 tahbilk viognier show develop note rose herbal tea and grain while still evince youthful expression fresh pine needle concentrated broad and viscous with medium hay flavor finish drink now,1,Australia,11,France,0.9397723,0.00091995153,False
light transparent and candy with underdeveloped boring flavor and mild chemical harshness barely worth look 000 case produce,0,Argentina,6,Chile,0.939725,0.0057358565,False
whiff orange blossom and lemon rind lend vibrancy this rich luxuriously textured pinot gris just off dry style burst with flavor white peach shower grapefruit acidity luscious and irresistibly clingy linger long the palate,35,US,13,Germany,0.9396152,0.054859705,False
torcicoda thick and deeply extract primitivo with mature note fruit preserve blackberry and jasmine tea the wine big and bulky upon first impression but then relax and evolve slowly with more time the glass impart sweet tannin and long spicy finish,18,Italy,35,US,0.9393683,0.054517813,False
unusual nectarine and tangerine flavor accent some ginger but make mistake there still lot wood derive cream and butter here particularly the nose and the finish,1,Australia,35,US,0.93928355,0.00022453621,False
delicate and more nuanced wine that need little bit more attention unearth all its complexity soft chalky minerality and dry thyme herbality complement the soft white peach and plantain aroma the tangy medium weight mouth show more lemony cirtus note support flavor white currant and flower the finish clean and brisk leave you ready for more drink now,31,South Africa,35,US,0.93911207,0.00028599004,False
bright color but that where the excitement end the nose have plum cherry and nail polish aroma while the palate sour sheer overly acidic and tartaric the max way too sour and sharp,6,Chile,0,Argentina,0.93909794,0.058817375,False
pure and intense note red cheek ripe pear and red apple ting with bake spice these flavor become even more concentrated the palate that shoot through with fresh acidity provide stimulate midpalate experience the finish little warm but full fruit this wine need robust food counterpart come into its focused concentrated own,11,France,2,Austria,0.93884414,0.06101268,False
brilliant blend viognier roussanne and marsanne this impress with its proportion tension and balance scent and flavor meld citrus oil and rind fruit flavor pineapple grapefruit and meyer lemon and lovely finish with highlight english breakfast tea long and elegant this landmark effort,5,Canada,35,US,0.9388187,0.06117956,False
the nose this chardonnay smell mostly oak with apple and melon note the background salty oaky flavor mask the wine fruit which fall into the stone fruit category barrel dominate finish with nectarine note resiny and salty,6,Chile,32,Spain,0.938759,0.03064991,False
smooth and ripe this concentrated while elegant wine have hint fresh yellow fruit along with spice raisin and touch cinnamon full the mouth ready drink,11,France,27,Portugal,0.9384944,0.061492547,False
another fine brut from korbel dry yeasty and citrusy just like good bubbly should little rough and scoury the bubble but this price good deal,35,US,32,Spain,0.9383562,0.027813468,False
pack with fresh flavor ripe grapefruit this palate clean sauvignon blanc nice match for simple dish such boneless chicken breast pan fry olive oil wet stone minerality underscore the vivid acid,35,US,25,New Zealand,0.93790966,0.061998047,False
with its high percentage cabernet sauvignon this give initial serious structure top with rich ripe black fruit flavor the tannin calm this richness with spice blueberry and blackberry juice much more dominant,11,France,27,Portugal,0.9377523,0.051630706,False
for lighter bodied cabernet this good for its fresh clean outlook and mild oak cherry and berry aroma set the stage for juicy wine with mild cherry and raspberry flavor that come before spunky quick finish,0,Argentina,32,Spain,0.9376085,0.0025354617,False
classic varietal aroma tropical fruit elderflower tomato vine and whiff hay jump out the glass ripe and tangy the outgoing palate delivers grapefruit yellow peach honeydew melon and notion dry herb oyster shell note the close add interest,18,Italy,35,US,0.937569,0.056277186,False
fleshy aroma papaya more oaky than fruity this plump and mild feel with moderate acidity flavor barrel spice and resin match wit with papaya and melony note while the finish taste briny and nutty,6,Chile,32,Spain,0.9375378,0.06238455,False
gentle friendly note yellow mirabelle plum play the nose the palate equally fruity and appetize chock full fruit and freshness drink soon,11,France,2,Austria,0.9373935,0.06259355,False
interesting and complex combine sweet raspberry and black cherry flavor with earthy note soft tannin make instantly accessible while crisp acidity provide balance turn simple the middle palate but save rich finish blend sangiovese and merlot,18,Italy,35,US,0.93727005,0.06120103,False
new release from the joint venture between quinta rosa and winemaker jorge moreira this beautiful wood age wine with delicious tropical fruit well tense young structure have fine acidity that cut through the rich fruitiness and the tangy texture the wine need age drink from 2018,27,Portugal,11,France,0.9371161,0.0628526,False
normal berry and cherry aroma compose and lead narrow tight palate with medicinal plum and berry flavor bounce along nicely the finish which short and regular feel this all fruit and cheer oak and not complicated,32,Spain,0,Argentina,0.93705195,0.06293031,False
charming and straightforward barnyard charred meat and manure note the nose lead palate perfume with mixed berry compote show the faint grip the shortish finish try with baby lamb chop,11,France,35,US,0.9368871,1.6623846e-05,False
straightforward plum cherry and tomato aroma lead juicy palate that lack structure simple slightly sweet plum and black currant flavor finish with note peppery spice only abv this merlot easy sipper,3,Brazil,32,Spain,0.9368321,0.00014017103,False
briary plum and minty oak aroma lead sharp palate with high acidity tart flavor red plum and currant blend with spice and tomato note front saucy high tone high acid finish,6,Chile,0,Argentina,0.9368272,0.00031007346,False
bright gold color this fragrant sweet spice smoke and orange rind medium body style the palate tad tart with note sour apple lemon and underripe tangerine finish sour wood note,35,US,17,Israel,0.93677205,0.04237629,False
char wood note the nose and palate lend smoky slightly herbal tone dense richly concentrated black cherry flavor the char subside substantially with aeration reveal well compose wine that balance power with elegance,28,Romania,35,US,0.9366483,7.027753e-05,False
whisper smoke and fresh herb counterpoint the heady note white flower sweet peach and melon this gorgeous bordeaux style elegantly compose with rich creamy texture bristle acidity and crushed stone minerality this undeniably top pick from long island,35,US,13,Germany,0.936405,0.05754088,False
sweet strawberry and cherry fruit the soft cover this intensely tannic wine that structure show its power concentration and ageworthiness keep for three year and the richness will fully reveal,11,France,2,Austria,0.9363493,0.039844684,False
start off with appeal cherry and spice shading but add some rustic adhesive bandage note that build the finish,25,New Zealand,1,Australia,0.9363319,0.038582332,False
woodsy raisin and cassis aroma close and bit chemical this feel solid round and resiny with wood drive flavor raspberry plum and oak relate spice dry and resiny feel the finish,0,Argentina,6,Chile,0.9363172,0.019393599,False
smooth and rich delicious black berry juice flavor wine its tannin embrace ripe fruit and sweetness the wine have dry core along with acidity although will ready drink the next year,11,France,27,Portugal,0.93628365,0.063715264,False
understate stone fruit and mineral flavor dominate the palate with peach pit and citrus note the finish round and resinous the mouth nose offer white peppery plasticy bite,1,Australia,6,Chile,0.93605894,0.00035355744,False
heavy handed oak the nose reflect through aroma wet cement char and wood resin grabby palate full oak tannin while this taste saucy and earthy with savory berry and black plum flavor the finish the flavor residual raw oak strong,0,Argentina,32,Spain,0.9359928,0.026674995,False
ripe while still fresh this tangy citrus flavor wine have rich creamy character that fill the mouth with fine array fruit yellow fruit and pink grapefruit the wine ready drink,27,Portugal,11,France,0.9358724,0.06412646,False
this big and bold wine exude power and fruitiness have ripe fruit sweet tannin and great mix spice toasty wood and acidity both juicy and structure likely develop well drink from 2016,27,Portugal,11,France,0.9353405,0.064646475,False
ripe and full bodied this immense wine have rich layer tropical fruit the wine like often corton charlemagne powerful huge expression chardonnay have balance from acidity drink from 2018,11,France,27,Portugal,0.9353017,0.06440203,False
bill easton mourv dre feature combination bright ripe strawberry and savory herbal tea medium bodied with distinctly peppery finish,35,US,1,Australia,0.9352824,0.056533385,False
yeasty and powdery smell this melony the nose and just convince enough verdejo reasonably upright palate deliver shot acidity while this taste melon generic white fruit and yeast,32,Spain,6,Chile,0.935279,0.062330663,False
make enjoy young this ripe wine have soft tannin ripe red plum and damson fruit and plenty refreshing acidity the structure and the smooth texture all say drink now,27,Portugal,11,France,0.9350991,0.06480047,False
soft almost mute apple and pear aroma accent bell pepper and some lima bean typical bouquet for napa which follow the flavor white grapefruit little citrus pith and some vanilla throughout there hint spicy green veggie mostly bell pepper and jalape overall offer good balance just not enough fruit override the green character,35,US,6,Chile,0.93508947,0.0643773,False
firm and tannic wine that bring out fine solid structure and concentration from old vine power and fruitiness ally dry core tannin that give style and shape the wine this wine age drink from 2015,11,France,27,Portugal,0.934882,0.065081805,False
structured and firm this dense wine show strong tannin dark black fruit and very ripe flavor with weight concentration now mature,27,Portugal,11,France,0.93464696,0.06528351,False
there dark savory quality this richly concentrated wine that reminiscent aroma air dry beef spicy bresaola you also get ripe fruit and blackberry jam and there texture gritty quality the firm but ripe tannin,18,Italy,2,Austria,0.9344967,0.06490346,False
opaque purple and thick the glass this wine have inky supercharge aroma ripe blackberry and spice feels ampe but balance with more intensity and clarity than what most other red offer the flavor wild berry mild herb and chocolate finish rich toasty wrap,0,Argentina,32,Spain,0.9341115,0.038036626,False
with crisp nose brisk green apple accent lime rind and yellow floral this beautiful limoux chard with great expression mineral note drive the palate with ripe apple and lime juice flavor linger through the softly spice finish,11,France,17,Israel,0.9340419,0.017551156,False
head nicely the crisp and aromatic direction this light and bright wine have citrus flavor that balance rich pear and plum fruit the wine ready drink,27,Portugal,11,France,0.933935,0.06584606,False
this richly structured and deliciously juicy wine the tannin fully integrate into the fruit the downside the wine touch greenness particularly the acidity,11,France,27,Portugal,0.9339161,0.0654567,False
yeasty and soda like the nose this smell grassy but pleasant with hint pool water chlorine citric acidity and proper body weight make for nice palate while lime and tropical fruit flavor finish with green note lettuce and tarragon,32,Spain,6,Chile,0.9337894,0.06584832,False
superripe fruit befit hot year suggest early consumption may the good option for this supple luscious wine there bit spicy leathery complexity with the intense black cherry fruit drink now 2013,1,Australia,11,France,0.9335997,0.0019086788,False
whiff lanolin lime and mineral accent the steely stony flavor this dry medium bodied wine concentrated flavor lime and lemon lend invigorate briskness the palate ideal summer dinner wine pair with seafood fowl,13,Germany,35,US,0.93335944,0.06595435,False
leather mint and wet dog aroma along with override burn drive the nose toward resiny raw palate with snappy acidity and lot oak buttery well briny red fruit flavor salty and taste mostly wood resin,32,Spain,0,Argentina,0.93302524,0.06103601,False
citrus and apple freshness mark this wine which bright and lively while also have some fruit weight not for age,27,Portugal,11,France,0.93295103,0.066751674,False
this fiery grenache deliver heat bold fruit and cure meat aroma what amount flaming bouquet red fruit flavor dominate this forceful wine while the finish turn meaty and salty taste,22,Mexico,32,Spain,0.93275636,0.009248807,False
savory style with note smoke and black tea leaf the nose this full bodied dry welschriesling vibrant the palate with fresh apple and herb strikingly high acidity but finish pleasantly tart apple skin note,7,Croatia,35,US,0.9327289,0.009469844,False
the oak prominent this wine give high glass sheen toast coconut and vanilla the otherwise modest fruit there enough weight and richness stand the wood but just barely while the texture creamy and lush throughout drink now,11,France,1,Australia,0.9326879,0.0006796098,False
there power here the weight fruit pack white peach and currant flavor structure around mineral core the wine for age with its strong texture its edge apple skin and its layered acidity,2,Austria,11,France,0.93261653,0.06193145,False
with its perfumed aroma this immediately attractive ros that make from the pink skinned moscatel roxo its flavor crisp its acidity touch yellow peach and rosewater flavor drink now,27,Portugal,11,France,0.9323447,0.067592114,False
light lemon and melon aroma lead the nose but the wine slip the mouth become creamy and flabby constitution with only mild citrus papaya and bitterness for flavor,0,Argentina,6,Chile,0.9322423,0.00023400474,False
the nose have the rich fruity tone apple and plum peel the palate wonderfully clean and fresh with slight phenolic frame which lend both structure and texture there slight pepper spice too and whole host red ripe apple,11,France,2,Austria,0.9318652,0.066832304,False
gold color and heavy the nose this catalonian white blend woody but also smell mealy and touch sweaty the palate round and plump while flavor banana and oak finish resiny before shift toward bitterness,32,Spain,6,Chile,0.93184245,0.067530125,False
hard tannin and brood toughness mask the fruit this wine hide the black cherry and currant under cloak dry astringency however seem have all the piece place age gracefully should fine 2018 2020,35,US,11,France,0.93178606,0.06569203,False
more rounded full bodied style sancerre push aromatic fruit kiwi and grapefruit along with its intense acidity there mineral edge come from the chalk soil sancerre age for few month,11,France,27,Portugal,0.93153656,0.068445675,False
dry wine very concentrated and dense solid and tannic full acidity and black fruit firmly structure the texture show bite and dryness wine that will need long term age,27,Portugal,11,France,0.9314714,0.06828827,False
this garnet color wine convey aroma cranberry black cherry and bramble flavor dark cherry cranberry and black plum have strong acidic backbone and long finish,7,Croatia,4,Bulgaria,0.9311918,0.016456949,False
rubbery rustic nose start out stalky and gritty before settle down this close feel with stalky almost burn dark berry flavor that end similarly with stalky herbal note,0,Argentina,6,Chile,0.9310938,0.06640623,False
with month wood this firm wine with rustic funky character that mask the black currant fruit the smoky wood contrast with the acidity while leave dry aftertaste drink from 2017,11,France,27,Portugal,0.93099993,0.06899874,False
spice note mesh with the tannin and black currant acidity this elegant wine the fruit bright and juicy the tannin still firm and will likely always lend edge severity age for year,27,Portugal,11,France,0.9308844,0.017926281,False
this dry and elegant style muscat maintain the grape natural fragrance along with its acidity and refresh green fruit flavor that put the food friendly category wine pair with difficult vegetable such asparagus artichoke,11,France,35,US,0.9306983,0.00067727396,False
this sparkling relative popular italian table wine have floral nose with perfume quality sweet the operative word here with almost candied edge the fruit quaff for the sweet tooth crowd well yet for make mimosas,18,Italy,35,US,0.93062323,0.00024885274,False
light weight and somewhat sweet with flavor gummy peach candy and tropical fruit juice short and simple drink now,17,Israel,35,US,0.9305462,4.3593274e-05,False
lift menthol streak infuse the ripe red plum and berry aroma and flavor this wine with nice minerality linger underneath all balanced with medium acidity and moderate but fine tannin the wine finish show cinnamon and nutmeg spice accent appear after swallow very drinkable now,11,France,31,South Africa,0.9305386,0.06782264,False
this fresh and fruity wine have good acidity along with black currant fruit fresh and rounded with firm layer tannin the background,27,Portugal,11,France,0.93048316,0.06949962,False
fazio deliver meaty slightly sweet taste syrah that redolent asian spice beef jerky and hickory smoke the flavor smooth and well integrated and the wine end soft cushiony note,18,Italy,35,US,0.93040544,0.068764694,False
unusually supple for fromm but still feature heavy overlay toasty cedary oak you don mind that your pinot you may like this even more because offer ripe cherry berry flavor underneath drink over the near term,25,New Zealand,1,Australia,0.9302713,0.0585494,False
this wine show the riper spicy side german pinot noir lush black cherry and plum flavor fleshy and dense the palate ting with note cassis and bramble crisp acidity add elegance and structure along with penetrate layer finely texture tannin drink now for its bold decadent style,13,Germany,35,US,0.929881,0.068416454,False
malty earthy roasted berry aroma become more chocolaty this wine breathe oaky resiny palate saturate and show spicy peppery black fruit flavor along with some heat this bobal merlot blend sizzle full throttle finish that not shy oak,32,Spain,6,Chile,0.9298558,0.0025166022,False
nectarine and melon aroma ripe and round the nose the palate feel big but properly balanced with acidity flavor grapefruit and bell pepper prominent over the pyrazine heavy finish,6,Chile,32,Spain,0.9297779,0.008732919,False
